,ID,Address,Categories,City,Country,Keys,Latitude,Longitude,Menu Page URL,Max Amount,Min Amount,Date Seen,Description,Menu Name,Name,Postal Code,Price Range Min,Price Range Max,Province
10,AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.30197290000001,Undefined,5.99,5.99,2016-06-14T02:33:07Z,Undefined,Pizza Sub,Bravo Pizza Hollywood,90027,Undefined,Undefined,Los Feliz
11,AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.30197290000001,Undefined,5.99,5.99,2016-06-14T02:33:07Z,Undefined,Super Pizza Sub,Bravo Pizza Hollywood,90027,Undefined,Undefined,Los Feliz
12,AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.30197290000001,Undefined,16.99,10.99,2016-06-14T02:33:07Z,Undefined,Veggie Pizza,Bravo Pizza Hollywood,90027,Undefined,Undefined,Los Feliz
13,AVwc_8WAByjofQCxkdDA,801 Saint Emanuel St,"Bar,Beer Garden,Sports Bar,Sports Bar, Bar, and Beer Garden",Houston,US,us/tx/houston/801saintemanuelst/960946322,29.75247947,-95.35416442,Undefined,9.95,9.95,2016-06-18T15:32:15Z,Choose any of your own toppings to make it your own,Create Your Own Pizza,Lucky's Pub,77003,25.0,40.0,TX
14,AVwc_abAIN2L1WUfrEps,478 South St,"American Restaurant, Seafood Restaurant, and French Restaurant",Hyannis,US,us/ma/hyannis/478southst/-1587858019,41.64827787,-70.29134463,Undefined,8.95,8.95,2016-07-01T15:03:32Z,Undefined,Cheese Pizza,Roadhouse Cafe,2601,Undefined,Undefined,MA
15,AVwc_abAIN2L1WUfrEps,478 South St,"American Restaurant, Seafood Restaurant, and French Restaurant",Hyannis,US,us/ma/hyannis/478southst/-1587858019,41.64827787,-70.29134463,Undefined,10.95,10.95,2016-07-01T15:03:32Z,Undefined,Pepperoni Pizza,Roadhouse Cafe,2601,Undefined,Undefined,MA
16,AVwc_dHKkufWRAb51Kei,1 N University Hl,"University,University University",Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.64926770000001,Undefined,Undefined,Undefined,"2016-03-31T02:22:37Z,2016-06-08T16:20:20Z",Undefined,House Made Pizza,Brigham Young University,84602,Undefined,Undefined,UT
17,AVwc_dHKkufWRAb51Kei,1 N University Hl,"University,University University",Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.64926770000001,Undefined,19.95,15.71,"2016-03-31T02:22:37Z,2016-06-08T16:20:20Z",Seven layer bean dip,Mexican Pizza Dip,Brigham Young University,84602,Undefined,Undefined,UT
18,AVwc_dHKkufWRAb51Kei,1 N University Hl,"University,University University",Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.64926770000001,Undefined,Undefined,Undefined,"2016-03-31T02:22:37Z,2016-06-08T16:20:20Z",1 each (324.00 g),Pepperoni Pizza,Brigham Young University,84602,Undefined,Undefined,UT
19,AVwc_dHKkufWRAb51Kei,1 N University Hl,"University,University University",Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.64926770000001,Undefined,Undefined,Undefined,"2016-03-31T02:22:37Z,2016-06-08T16:20:20Z",1 each (149.18 g),Pizza Bagel,Brigham Young University,84602,Undefined,Undefined,UT
20,AVwc_gjWByjofQCxkYOz,9595 Six Pines Dr,"Sporting Goods Shop,Shoe Store,Sporting Goods Shop and Shoe Store Town Center,Sporting Goods Shop and Shoe Store,Sportswear,Shoe Stores,Running Stores,Clothing Stores,Sporting Goods",Spring,US,us/tx/spring/9595sixpinesdr/-327153848,30.16413,-95.46235,Undefined,Undefined,Undefined,2016-06-04T20:48:53Z,Undefined,Pizza Con Uovo Fritto,Luke's Locker,77380,0.0,25.0,TX
21,AVwc_h3pkufWRAb51LOO,200 E Chestnut St,"Italian Restaurant,Restaurant,Italian Restaurant Streeterville",Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,Undefined,10.99,10.99,2016-01-12T23:21:20Z,Undefined,Pizza Margherita,Francesca's On Chestnut,60611,25.0,40.0,Ontario Street
22,AVwc_h3pkufWRAb51LOO,200 E Chestnut St,"Italian Restaurant,Restaurant,Italian Restaurant Streeterville",Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,Undefined,10.99,10.99,2016-04-24T00:00:00Z,Undefined,Pizza Margherita,Francesca's On Chestnut,60611,25.0,40.0,Ontario Street
23,AVwc_h3pkufWRAb51LOO,200 E Chestnut St,"Italian Restaurant,Restaurant,Italian Restaurant Streeterville",Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,Undefined,Undefined,Undefined,"2016-01-12T23:21:20Z,2016-01-27T13:33:07Z",Undefined,Pizza Schiacchiata Alla Toscana,Francesca's On Chestnut,60611,25.0,40.0,Ontario Street
24,AVwc_h3pkufWRAb51LOO,200 E Chestnut St,"Italian Restaurant,Restaurant,Italian Restaurant Streeterville",Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,Undefined,Undefined,Undefined,2016-04-24T00:00:00Z,Undefined,Pizza Schiacchiata Alla Toscana,Francesca's On Chestnut,60611,25.0,40.0,Ontario Street
25,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.961929999999995,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,Undefined,Undefined,2017-07-15T22:22:40.769Z,with pepperoni,Pizza Bagel,Country Bagel Bakery,19380,Undefined,Undefined,PA
26,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.961929999999995,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,Undefined,Undefined,2017-07-15T22:22:40.769Z,with mushroom,Pizza Bagel,Country Bagel Bakery,19380,Undefined,Undefined,PA
27,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.961929999999995,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,Undefined,Undefined,2017-07-15T22:22:40.770Z,with pepperoni & mushroom,Pizza Bagel,Country Bagel Bakery,19380,Undefined,Undefined,PA
28,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.961929999999995,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,2.59,2.59,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",Undefined,Pizza Bagel (plain),Country Bagel Bakery,19380,Undefined,Undefined,PA
29,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.961929999999995,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.29,3.29,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",Undefined,Pizza Bagel With Mushroom,Country Bagel Bakery,19380,Undefined,Undefined,PA
30,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.961929999999995,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.29,3.29,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",Undefined,Pizza Bagel With Pepperoni,Country Bagel Bakery,19380,Undefined,Undefined,PA
31,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.961929999999995,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.59,3.59,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",Undefined,Pizza Bagel With Pepperoni and Mushroom,Country Bagel Bakery,19380,Undefined,Undefined,PA
32,AVwc_JnXIN2L1WUfrB0m,925 Blossom Hill Road Oakridge Mall,Restaurant,San Jose,US,us/ca/sanjose/925blossomhillroadoakridgemall/-1933738733,37.250458,-121.86341499999999,Undefined,Undefined,Undefined,2016-04-23T00:00:00Z,Undefined,Pizza Con Formaggio,Buca Di Beppo - San Jose - Oakridge,95123,0.0,30.0,CA
33,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,Undefined,8.99,8.99,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z","BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Bbq Chicken Pizza,Giovanni's Pizza and Pasta,92584,25.0,40.0,CA
34,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,Undefined,8.99,8.99,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",Undefined,Breakfast Pizza,Giovanni's Pizza and Pasta,92584,25.0,40.0,CA
35,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,Undefined,8.99,8.99,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",Undefined,Cadillac Pizza,Giovanni's Pizza and Pasta,92584,25.0,40.0,CA
36,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,Undefined,8.99,8.99,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",Undefined,Hawaiin Pizza,Giovanni's Pizza and Pasta,92584,25.0,40.0,CA
37,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,Undefined,8.99,8.99,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",Undefined,Pesto Chicken Pizza,Giovanni's Pizza and Pasta,92584,25.0,40.0,CA
38,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,Undefined,4.59,4.59,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",Undefined,Pizza Bread,Giovanni's Pizza and Pasta,92584,25.0,40.0,CA
39,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,Undefined,8.99,8.99,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",Undefined,Southwest Pizza,Giovanni's Pizza and Pasta,92584,25.0,40.0,CA
40,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,Undefined,8.99,8.99,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",Undefined,Thai Chicken Pizza,Giovanni's Pizza and Pasta,92584,25.0,40.0,CA
41,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,Undefined,8.99,8.99,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",Undefined,Vegetarian Pizza,Giovanni's Pizza and Pasta,92584,25.0,40.0,CA
42,AVwc_odFIN2L1WUfrHAb,3480 S Carrier Pkwy,"Restaurants,Pizza Place Southwest Dallas,Pizza Place",Grand Prairie,US,us/tx/grandprairie/3480scarrierpkwy/-2122197789,32.685459,-97.01245899999999,Undefined,Undefined,Undefined,"2016-03-25T03:23:25Z,2016-05-31T07:24:36Z",Undefined,Bbq Pizza,Uncle John's Pizza,75052,Undefined,Undefined,TX
43,AVwc_odFIN2L1WUfrHAb,3480 S Carrier Pkwy,"Restaurants,Pizza Place Southwest Dallas,Pizza Place",Grand Prairie,US,us/tx/grandprairie/3480scarrierpkwy/-2122197789,32.685459,-97.01245899999999,Undefined,Undefined,Undefined,"2016-03-25T03:23:25Z,2016-05-31T07:24:36Z",Undefined,Create Your Own Pizza,Uncle John's Pizza,75052,Undefined,Undefined,TX
44,AVwc_oTMIN2L1WUfrG-p,2111 Stewart Ave,Sandwich Place,Wausau,US,us/wi/wausau/2111stewartave/723163710,44.95747331,-89.66768203,Undefined,4.99,4.99,"2016-04-05T02:07:11Z,2016-08-04T16:14:47Z","Pepperoni, marinara, garlic, seasoning and parmesan cheese",Pizza,Philly's Subs,54401,0.0,25.0,WI
45,AVwc_VAb_7pvs4fz1F-Z,1707 Delaware Ave,"Asian Restaurant,Asian Restaurant Forty Acres",Wilmington,US,us/de/wilmington/1707delawareave/1871406172,39.7583638,-75.5626631,Undefined,12.0,12.0,2016-03-29T05:23:07Z,Undefined,Tuna Pizza,Satsuma,19806,0.0,30.0,DE
46,AVwc_VAb_7pvs4fz1F-Z,1707 Delaware Ave,"Asian Restaurant,Asian Restaurant Forty Acres",Wilmington,US,us/de/wilmington/1707delawareave/1871406172,39.7583638,-75.5626631,Undefined,12.0,12.0,"2016-08-22T00:00:00Z,2016-04-24T00:00:00Z",Undefined,Tuna Pizza,Satsuma,19806,0.0,30.0,DE
47,AVwc_XoZ_7pvs4fz1Gdd,116 Ann St,"Family Style Restaurants,Restaurants,Restaurant",Pickens,US,us/sc/pickens/116annst/32165426,34.883815999999996,-82.7078,Undefined,2.99,2.99,"2016-05-31T13:48:24Z,2016-04-05T03:05:47Z",Undefined,Small Pepperoni or Cheese Pizza,Gatehouse Restaurant,29671,Undefined,Undefined,SC
48,AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,Undefined,Undefined,2016-04-01T06:44:32Z,Undefined,Bbq Chicken Pizza,Imo's Pizza,63010,Undefined,Undefined,MO
49,AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,Undefined,Undefined,2016-04-01T06:44:32Z,Undefined,Cheese Pizza,Imo's Pizza,63010,Undefined,Undefined,MO
50,AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,Undefined,Undefined,2016-04-01T06:44:32Z,Undefined,Deluxe Pizza,Imo's Pizza,63010,Undefined,Undefined,MO
51,AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,Undefined,Undefined,2016-04-01T06:44:32Z,Undefined,Meat Pizza,Imo's Pizza,63010,Undefined,Undefined,MO
52,AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,Undefined,Undefined,2016-04-01T06:44:32Z,Undefined,Vegetable Pizza,Imo's Pizza,63010,Undefined,Undefined,MO
53,AVwc0a6lkufWRAb5zWvc,3060 Naglee Rd,American Restaurant,Tracy,US,us/ca/tracy/3060nagleerd/-448957010,37.75757298,-121.4618598,Undefined,Undefined,Undefined,2016-03-03T18:04:54Z,Undefined,Cheesy Bread Pizza (full),Applebee's Tracy,95304,25.0,40.0,CA
54,AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pizza Place,Pasadena,US,us/tx/pasadena/2619redbluffkrogerjct/1770159848,29.716010999999998,-95.20057299999999,Undefined,8.0,8.0,2016-06-07T19:44:53Z,"Our original round pizza topped with pepperoni, sausage and bacon.",3 Meat Treat Pizza,Little Caesars Pizza,77506,Undefined,Undefined,TX
55,AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pizza Place,Pasadena,US,us/tx/pasadena/2619redbluffkrogerjct/1770159848,29.716010999999998,-95.20057299999999,Undefined,7.0,7.0,2016-06-07T19:44:53Z,Undefined,Deep Dish Pizza,Little Caesars Pizza,77506,Undefined,Undefined,TX
56,AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pizza Place,Pasadena,US,us/tx/pasadena/2619redbluffkrogerjct/1770159848,29.716010999999998,-95.20057299999999,Undefined,9.0,9.0,2016-06-07T19:44:53Z,"Our original round pizza topped with pepperoni, Italian sausage, mushroom, onion, and green pepper.",Ultimate Supreme Pizza,Little Caesars Pizza,77506,Undefined,Undefined,TX
57,AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,"Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants",Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,19.99,16.99,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z","Broccoli, spinach, peppers and mushrooms",Garden Pizza,Joey's N Y Pizza,89052,Undefined,Undefined,NV
58,AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,"Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants",Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,18.99,15.99,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z",Undefined,Margarita Pizza,Joey's N Y Pizza,89052,Undefined,Undefined,NV
59,AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,"Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants",Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,21.99,17.99,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z","Sausage, pepperoni, meatballs, peppers, onions, black olives, mushrooms",Supreme Pizza,Joey's N Y Pizza,89052,Undefined,Undefined,NV
60,AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,"Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants",Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,16.99,13.99,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z","Fresh mozzarella, fresh parmesan and fresh garlic",White Pizza,Joey's N Y Pizza,89052,Undefined,Undefined,NV
61,AVwc0fCOkufWRAb5zXXa,21100 91st Pl S,"Keymakers,Locks & Locksmiths",Kent,US,us/wa/kent/2110091stpls/101945399,47.413195,-122.218841,Undefined,1.75,1.75,2017-03-03T22:40:19Z,"Italian pepperoni, hot italian sausage, fresh ground western beef, cob smoked bacon, marinated chicken breast, new england baked ham anchovy filets, fresh plum tomatoes, freshly cut broccoli, fresh white mushrooms, fresh green spinach, freshly sliced eggplant, freshly sliced red onions, freshly sliced green peppers, marinated sun dried tomatoes, sliced jalapeno peppers, roasted red peppers, freshly chopped garlic, california black olives, sweet hawaiian pineapple, marinated artichoke hearts, scrambled eggs new, italian gorgonzola cheese, greek feta cheese, vegan soy cheese, grated parmesan cheese, flavorful four cheese blend",Pizza Toppings,Keyme,98031,Undefined,Undefined,WA
62,AVwc0jboByjofQCxijqT,264 Lakeside Ave,"Restaurants,Bars & Pubs",Laconia,US,us/weirsbeach/laconia/264lakesideave/-638314910,43.607478,-71.459311,Undefined,15.0,15.0,2016-12-13T03:41:00Z,Undefined,Pizza,Tower Hill Tavern,3246,Undefined,Undefined,Weirs Beach
63,AVwc0N-0ByjofQCxif90,1431 Plaza Pl,Restaurant,Southlake,US,us/tx/southlake/1431plazapl/851666666,32.945053,-97.12952,Undefined,8.95,8.95,2016-04-24T00:00:00Z,"Boursin, mozzarella, arugula, parmesan",Sausage Onion Jam Pizza,Brio Tuscan Grille - Southlake - Southlake Town Square,76092,0.0,30.0,TX
64,AVwc0q64kufWRAb5zZhU,3505 A Longmire Dr,"Restaurant,Pizza Place",College Station,US,us/tx/collegestation/3505longmiredr/1045531984,30.582817,-96.28639,Undefined,13.99,13.99,"2017-04-07T18:04:57Z,2016-12-01T19:48:10Z",Undefined,Cheese Pizza,Doubledave's Pizza Works,77845,0.0,25.0,TX
65,AVwc0q64kufWRAb5zZhU,3505 A Longmire Dr,"Restaurant,Pizza Place",College Station,US,us/tx/collegestation/3505longmiredr/1045531984,30.582817,-96.28639,Undefined,3.99,3.99,"2017-04-07T18:04:57Z,2016-12-01T19:48:10Z",Undefined,Chocolate Chip Pizza,Doubledave's Pizza Works,77845,0.0,25.0,TX
66,AVwc0thDkufWRAb5zaBV,711 N 132nd St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza",Omaha,US,us/ne/omaha/711n132ndst/-893134561,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,Undefined,Undefined,"2016-03-29T04:44:21Z,2017-01-12T18:47:37Z","Bacon , lettuce, tomato, mayo, ranch",B.l.t. Pizza,Frank's Pizzeria,68154,Undefined,Undefined,NE
